[37,332000,0,14,20]
[0, 14471, 22308, 30325, 4807, 6528, 7855, 12762, 23523, 20372, 10258, 7246, 16292, 30085, 27127, 28951, 20431, 10555, 10516, 22003, 26907, 12502, 26596, 8450, 19474, 23367, 5719, 4837, 20168, 12828, 28798, 9064, 14719, 17830, 23258, 20505, 18691, 4811]
[0, 1134, 303, 3312, 1010, 774, 14506, 381, 7551, 877, 1209, 2311, 1861, 128, 182, 445, 11733, 5412, 763, 10723, 195, 5149, 4400, 2025, 1032, 372, 4569, 3877, 664, 248, 3765, 6043, 1560, 10178, 5936, 3549, 6094, 1086]
[604800, 2628, 1379, 4394, 7076, 1870, 15242, 1425, 8678, 1736, 4905, 3092, 2635, 3618, 1122, 1268, 13379, 6563, 1556, 11743, 1753, 6477, 5297, 3484, 1947, 1314, 5762, 7054, 2357, 1197, 4575, 9700, 2562, 11257, 6848, 4601, 6933, 2747]
[0, 34, 53, 67, 15, 20, 22, 31, 51, 44, 26, 19, 37, 68, 58, 61, 45, 27, 25, 48, 60, 30, 56, 23, 47, 53, 17, 12, 47, 33, 65, 22, 34, 41, 55, 48, 46, 16]
[[0.0, 1065.0, 285.0, 2010.0, 990.0, 345.0, 315.0, 120.0, 780.0, 1740.0, 1650.0, 945.0, 870.0, 360.0, 420.0, 315.0, 480.0, 1005.0, 420.0, 1425.0, 1455.0, 285.0, 315.0, 1470.0, 405.0, 555.0, 660.0, 2175.0, 1050.0, 1185.0, 120.0, 1695.0, 2700.0, 3285.0, 2655.0, 3555.0, 3465.0, 2685.0], 
[1065.0, 0.0, 825.0, 1215.0, 765.0, 810.0, 765.0, 1110.0, 1785.0, 960.0, 855.0, 210.0, 270.0, 720.0, 990.0, 780.0, 1485.0, 1830.0, 1245.0, 645.0, 675.0, 1275.0, 1305.0, 690.0, 750.0, 1545.0, 465.0, 1380.0, 45.0, 405.0, 990.0, 915.0, 1920.0, 2490.0, 1875.0, 2760.0, 2670.0, 1890.0], 
[285.0, 825.0, 0.0, 1770.0, 765.0, 105.0, 75.0, 330.0, 1005.0, 1515.0, 1410.0, 720.0, 645.0, 120.0, 300.0, 75.0, 705.0, 1095.0, 510.0, 1200.0, 1230.0, 510.0, 525.0, 1245.0, 180.0, 780.0, 435.0, 1935.0, 810.0, 960.0, 210.0, 1470.0, 2475.0, 3045.0, 2430.0, 3315.0, 3225.0, 2445.0], 
[2010.0, 1215.0, 1770.0, 0.0, 1680.0, 1755.0, 1710.0, 2055.0, 2730.0, 270.0, 390.0, 1335.0, 1335.0, 1665.0, 1935.0, 1725.0, 2430.0, 2775.0, 2190.0, 600.0, 585.0, 2220.0, 2250.0, 540.0, 1695.0, 2490.0, 1395.0, 1050.0, 1170.0, 855.0, 1935.0, 345.0, 705.0, 1305.0, 660.0, 1560.0, 1470.0, 690.0], 
[990.0, 765.0, 765.0, 1680.0, 0.0, 750.0, 690.0, 1035.0, 1710.0, 1410.0, 1320.0, 645.0, 570.0, 660.0, 825.0, 720.0, 1410.0, 1215.0, 810.0, 1095.0, 1125.0, 1215.0, 1245.0, 1140.0, 690.0, 1485.0, 345.0, 1845.0, 750.0, 855.0, 930.0, 1365.0, 2370.0, 2955.0, 2325.0, 3225.0, 3135.0, 2355.0], 
[345.0, 810.0, 105.0, 1755.0, 750.0, 0.0, 60.0, 390.0, 1065.0, 1485.0, 1395.0, 690.0, 630.0, 90.0, 330.0, 30.0, 765.0, 1155.0, 570.0, 1185.0, 1200.0, 570.0, 600.0, 1215.0, 165.0, 840.0, 420.0, 1920.0, 795.0, 945.0, 285.0, 1455.0, 2460.0, 3030.0, 2415.0, 3300.0, 3210.0, 2430.0], 
