[49,468820,0,14,20]
[0, 7635, 13490, 30900, 11395, 17496, 37947, 5366, 8945, 8238, 33396, 13601, 11506, 13037, 17584, 19412, 39811, 26419, 15251, 9895, 10880, 14318, 10466, 37480, 37363, 29809, 4856, 18038, 26621, 11820, 6955, 29329, 6895, 7415, 20405, 22296, 8185, 4972, 6465, 5284, 22148, 11040, 27170, 23294, 12941, 15314, 30117, 40889, 13783, 6323]
[0, 8608, 7812, 1785, 14378, 13734, 8317, 2811, 4094, 4450, 24832, 3939, 25741, 13806, 7390, 14095, 7492, 14000, 7975, 6560, 10264, 11169, 8073, 11422, 6740, 11305, 1473, 13111, 10526, 12921, 6991, 12976, 20816, 9715, 24525, 22074, 13198, 2230, 10334, 6028, 19420, 3068, 3907, 6070, 3008, 9810, 2925, 3426, 14061, 3180]
[604800, 30143, 9973, 2528, 16572, 15654, 9307, 6082, 9228, 7145, 26255, 4456, 27661, 14592, 8356, 19714, 8795, 15230, 16487, 11253, 15059, 13581, 9379, 13855, 10664, 13754, 16791, 14255, 12561, 15003, 7609, 13529, 21495, 15232, 27214, 26937, 15271, 4414, 11135, 6787, 25535, 12246, 5027, 6811, 3956, 10603, 7300, 5886, 15985, 4783]
[0, 15, 16, 24, 14, 15, 24, 13, 15, 13, 21, 15, 17, 17, 17, 19, 27, 19, 16, 16, 13, 17, 17, 22, 26, 23, 15, 20, 22, 18, 12, 24, 13, 14, 18, 19, 13, 14, 14, 13, 19, 13, 22, 17, 17, 18, 21, 26, 17, 12]
[[0.0, 1530.0, 7125.0, 7905.0, 8325.0, 6945.0, 7575.0, 8130.0, 6450.0, 8100.0, 8625.0, 7635.0, 7605.0, 7605.0, 8730.0, 8880.0, 8895.0, 8940.0, 5340.0, 4470.0, 5715.0, 5385.0, 4695.0, 5625.0, 5565.0, 5685.0, 5595.0, 5310.0, 5310.0, 5685.0, 6105.0, 5355.0, 6240.0, 5925.0, 5610.0, 6300.0, 5565.0, 5445.0, 4950.0, 11355.0, 10290.0, 11400.0, 10605.0, 10650.0, 10800.0, 10800.0, 7305.0, 10650.0, 6480.0, 3375.0], 
[1530.0, 0.0, 7155.0, 7935.0, 8355.0, 6975.0, 7605.0, 8160.0, 6480.0, 8130.0, 8655.0, 7665.0, 7635.0, 7635.0, 9060.0, 9210.0, 9225.0, 9285.0, 6510.0, 5640.0, 6885.0, 6570.0, 5880.0, 6795.0, 6750.0, 6870.0, 6765.0, 6480.0, 6495.0, 6870.0, 7275.0, 5385.0, 6270.0, 5955.0, 5640.0, 6330.0, 5595.0, 5475.0, 4980.0, 11385.0, 10320.0, 12570.0, 11790.0, 11835.0, 11985.0, 11970.0, 7335.0, 10695.0, 6510.0, 3405.0], 
[7125.0, 7155.0, 0.0, 1065.0, 1485.0, 1380.0, 765.0, 1275.0, 690.0, 1245.0, 1785.0, 795.0, 750.0, 765.0, 4920.0, 4065.0, 4515.0, 5460.0, 11685.0, 10815.0, 12060.0, 11745.0, 11055.0, 11970.0, 11925.0, 12045.0, 11940.0, 11655.0, 11670.0, 12045.0, 12450.0, 2670.0, 915.0, 1215.0, 1890.0, 855.0, 1920.0, 2760.0, 2490.0, 5205.0, 4065.0, 8760.0, 9915.0, 10035.0, 9810.0, 9810.0, 465.0, 4650.0, 675.0, 3390.0], 
[7905.0, 7935.0, 1065.0, 0.0, 480.0, 2175.0, 990.0, 285.0, 1470.0, 420.0, 780.0, 330.0, 405.0, 315.0, 5715.0, 4845.0, 5310.0, 6255.0, 12480.0, 11595.0, 12855.0, 12525.0, 11835.0, 12765.0, 12705.0, 12825.0, 12735.0, 12450.0, 12450.0, 12825.0, 13245.0, 3465.0, 1695.0, 2010.0, 2685.0, 1650.0, 2700.0, 3555.0, 3285.0, 5655.0, 4470.0, 9360.0, 10515.0, 10635.0, 10410.0, 10410.0, 660.0, 5250.0, 1455.0, 4170.0], 
[8325.0, 8355.0, 1485.0, 480.0, 0.0, 2595.0, 1410.0, 270.0, 1890.0, 690.0, 435.0, 750.0, 825.0, 735.0, 6120.0, 5265.0, 5730.0, 6675.0, 12900.0, 12015.0, 13275.0, 12945.0, 12255.0, 13185.0, 13125.0, 13245.0, 13155.0, 12870.0, 12870.0, 13245.0, 13665.0, 3885.0, 2115.0, 2430.0, 3105.0, 2070.0, 3120.0, 3960.0, 3705.0, 6015.0, 4830.0, 9780.0, 10920.0, 11040.0, 10815.0, 10815.0, 1080.0, 5670.0, 1875.0, 4590.0], 
[6945.0, 6975.0, 1380.0, 2175.0, 2595.0, 0.0, 1845.0, 2385.0, 750.0, 2355.0, 2895.0, 1905.0, 1860.0, 1860.0, 3585.0, 2730.0, 3180.0, 4125.0, 11520.0, 10635.0, 11895.0, 11565.0, 10875.0, 11805.0, 11745.0, 11865.0, 11775.0, 11490.0, 11490.0, 11865.0, 12285.0, 2505.0, 765.0, 1050.0, 1725.0, 765.0, 1740.0, 2580.0, 2325.0, 4770.0, 3780.0, 8055.0, 9195.0, 9315.0, 9090.0, 9090.0, 1560.0, 3915.0, 780.0, 3210.0], 
