[39,468820,0,14,20]
[0, 33080, 7849, 17270, 22229, 31324, 5529, 5283, 7271, 11237, 17180, 20269, 19402, 10533, 21253, 7700, 42462, 16144, 24252, 11613, 8088, 26533, 5486, 11533, 27266, 37324, 12349, 4809, 14528, 8295, 44078, 18642, 13991, 27503, 27526, 12992, 40536, 20222, 44865, 41628]
[0, 10027, 9532, 25106, 824, 17773, 3010, 8290, 10920, 7570, 17083, 5094, 4802, 4729, 21776, 2871, 7642, 27696, 12022, 10686, 7566, 18956, 7226, 997, 18134, 14595, 3914, 11304, 26204, 17305, 1088, 3022, 19482, 12914, 22945, 7705, 8631, 4531, 849, 7833]
[604800, 14254, 12539, 25937, 2319, 19154, 4301, 9454, 16555, 9176, 17789, 6966, 8025, 17098, 24276, 4056, 15047, 29425, 13487, 11943, 16015, 20498, 12332, 6503, 22953, 15798, 5147, 13963, 28001, 23758, 3249, 8948, 21237, 13411, 24145, 9914, 10225, 6020, 2358, 8796]
[0, 24, 16, 18, 18, 22, 14, 12, 16, 17, 19, 20, 17, 16, 21, 15, 27, 15, 22, 17, 16, 22, 11, 13, 23, 23, 16, 12, 16, 16, 26, 18, 17, 18, 22, 14, 24, 19, 27, 16]
[[0.0, 7665.0, 7560.0, 7845.0, 8325.0, 7950.0, 8670.0, 7230.0, 7680.0, 7605.0, 8940.0, 8895.0, 8940.0, 9870.0, 5235.0, 5385.0, 4695.0, 5625.0, 5565.0, 5595.0, 5310.0, 5310.0, 6105.0, 6180.0, 5355.0, 5610.0, 6300.0, 5565.0, 4950.0, 5625.0, 2895.0, 10680.0, 10605.0, 10650.0, 10800.0, 11070.0, 10665.0, 10650.0, 6480.0, 3375.0], 
[7665.0, 0.0, 90.0, 285.0, 765.0, 390.0, 1155.0, 630.0, 105.0, 165.0, 6240.0, 5055.0, 6000.0, 4650.0, 12120.0, 12285.0, 11580.0, 12510.0, 12450.0, 12480.0, 12195.0, 12210.0, 12990.0, 1485.0, 3210.0, 2430.0, 1395.0, 2460.0, 3030.0, 2415.0, 9780.0, 10365.0, 10260.0, 10380.0, 10155.0, 9480.0, 10380.0, 5010.0, 1200.0, 3915.0], 
[7560.0, 90.0, 0.0, 285.0, 780.0, 405.0, 1140.0, 525.0, 120.0, 90.0, 6150.0, 4965.0, 5910.0, 4560.0, 12030.0, 12180.0, 11490.0, 12420.0, 12360.0, 12390.0, 12105.0, 12105.0, 12900.0, 1395.0, 3120.0, 2340.0, 1305.0, 2355.0, 2940.0, 2310.0, 9690.0, 10275.0, 10170.0, 10290.0, 10065.0, 9390.0, 10275.0, 4920.0, 1110.0, 3825.0], 
[7845.0, 285.0, 285.0, 0.0, 525.0, 165.0, 1005.0, 795.0, 210.0, 330.0, 6420.0, 5235.0, 6180.0, 4830.0, 12300.0, 12465.0, 11760.0, 12690.0, 12630.0, 12660.0, 12375.0, 12375.0, 13170.0, 1665.0, 3390.0, 2610.0, 1575.0, 2625.0, 3210.0, 2595.0, 9960.0, 10545.0, 10440.0, 10560.0, 10335.0, 9660.0, 10545.0, 5190.0, 1380.0, 4095.0], 
[8325.0, 765.0, 780.0, 525.0, 0.0, 465.0, 1290.0, 1290.0, 705.0, 825.0, 6915.0, 5730.0, 6675.0, 5325.0, 12795.0, 12945.0, 12255.0, 13185.0, 13125.0, 13155.0, 12870.0, 12870.0, 13665.0, 2160.0, 3885.0, 3105.0, 2070.0, 3120.0, 3705.0, 3075.0, 10455.0, 11025.0, 10920.0, 11040.0, 10815.0, 10140.0, 11025.0, 5670.0, 1875.0, 4590.0], 
[7950.0, 390.0, 405.0, 165.0, 465.0, 0.0, 1035.0, 915.0, 330.0, 450.0, 6540.0, 5355.0, 6300.0, 4950.0, 12420.0, 12570.0, 11880.0, 12810.0, 12750.0, 12780.0, 12495.0, 12495.0, 13290.0, 1785.0, 3510.0, 2730.0, 1695.0, 2745.0, 3330.0, 2700.0, 10080.0, 10665.0, 10560.0, 10680.0, 10455.0, 9780.0, 10665.0, 5295.0, 1500.0, 4215.0], 
