[29,332000,0,14,20]
[0, 30201, 15315, 5860, 31214, 32827, 8129, 29153, 30218, 27399, 14353, 12316, 14011, 22891, 18788, 25658, 26740, 10683, 12330, 10755, 23336, 26872, 4114, 4006, 18181, 23411, 24012, 7737, 9431, 26317]
[0, 5678, 2719, 6286, 3484, 3312, 0, 139, 793, 11342, 1771, 3093, 1648, 204, 6397, 4555, 1456, 6991, 3795, 1104, 208, 159, 1556, 2194, 8917, 6139, 5276, 6886, 456, 4292]
[604800, 6589, 3655, 7181, 4396, 4433, 836, 1303, 1859, 12895, 3523, 4608, 2542, 1531, 7291, 5484, 2551, 7795, 4857, 2094, 1179, 2283, 4288, 4551, 9725, 6915, 6221, 8012, 2238, 5918]
[0, 69, 37, 17, 67, 69, 22, 62, 65, 63, 35, 28, 32, 52, 41, 57, 57, 28, 32, 28, 52, 57, 15, 15, 43, 51, 52, 21, 27, 60]
[[0.0, 285.0, 315.0, 120.0, 780.0, 1740.0, 1650.0, 945.0, 870.0, 360.0, 1005.0, 420.0, 1425.0, 1455.0, 315.0, 285.0, 315.0, 1470.0, 405.0, 555.0, 660.0, 2175.0, 1050.0, 1185.0, 120.0, 1695.0, 2700.0, 3285.0, 2655.0, 3555.0], 
[285.0, 0.0, 75.0, 330.0, 1005.0, 1515.0, 1410.0, 720.0, 645.0, 120.0, 1095.0, 510.0, 1200.0, 1230.0, 525.0, 510.0, 525.0, 1245.0, 180.0, 780.0, 435.0, 1935.0, 810.0, 960.0, 210.0, 1470.0, 2475.0, 3045.0, 2430.0, 3315.0], 
[315.0, 75.0, 0.0, 360.0, 1035.0, 1440.0, 1335.0, 645.0, 570.0, 45.0, 1125.0, 540.0, 1125.0, 1155.0, 570.0, 540.0, 570.0, 1170.0, 120.0, 810.0, 360.0, 1860.0, 750.0, 885.0, 255.0, 1395.0, 2400.0, 2985.0, 2355.0, 3240.0], 
[120.0, 330.0, 360.0, 0.0, 765.0, 1785.0, 1695.0, 990.0, 915.0, 405.0, 1035.0, 435.0, 1470.0, 1500.0, 285.0, 255.0, 285.0, 1515.0, 450.0, 525.0, 705.0, 2220.0, 1095.0, 1230.0, 165.0, 1740.0, 2745.0, 3330.0, 2700.0, 3585.0], 
[780.0, 1005.0, 1035.0, 765.0, 0.0, 2460.0, 2370.0, 1665.0, 1590.0, 1080.0, 1590.0, 990.0, 2145.0, 2175.0, 585.0, 555.0, 585.0, 2190.0, 1125.0, 330.0, 1380.0, 2895.0, 1770.0, 1905.0, 825.0, 2415.0, 3420.0, 4005.0, 3375.0, 4260.0], 
[1740.0, 1515.0, 1440.0, 1785.0, 2460.0, 0.0, 135.0, 1065.0, 1065.0, 1395.0, 2505.0, 1935.0, 345.0, 315.0, 1980.0, 1965.0, 1980.0, 285.0, 1440.0, 2235.0, 1140.0, 780.0, 915.0, 585.0, 1665.0, 75.0, 975.0, 1545.0, 930.0, 1815.0], 
[1650.0, 1410.0, 1335.0, 1695.0, 2370.0, 135.0, 0.0, 960.0, 975.0, 1305.0, 2400.0, 1830.0, 240.0, 225.0, 1890.0, 1860.0, 1890.0, 180.0, 1335.0, 2130.0, 1035.0, 765.0, 810.0, 495.0, 1575.0, 60.0, 1095.0, 1665.0, 1050.0, 1935.0], 
[945.0, 720.0, 645.0, 990.0, 1665.0, 1065.0, 960.0, 0.0, 105.0, 600.0, 1710.0, 1140.0, 750.0, 780.0, 1185.0, 1170.0, 1185.0, 795.0, 645.0, 1440.0, 345.0, 1485.0, 225.0, 510.0, 870.0, 1020.0, 2025.0, 2595.0, 1980.0, 2865.0], 
