[49,468820,0,14,20]
[0, 8866, 15997, 8327, 28377, 16661, 18693, 7952, 5272, 27278, 6658, 16711, 24212, 9757, 16252, 8945, 36501, 13632, 24204, 9517, 14685, 30416, 9819, 5366, 40549, 32386, 45515, 4841, 8157, 9696, 30521, 5530, 24263, 23122, 8065, 26759, 6184, 15582, 14447, 25289, 10363, 11124, 7772, 8846, 16165, 21750, 28147, 15758, 20795, 9797]
[0, 9801, 2365, 3620, 9967, 10280, 3752, 900, 8102, 18771, 14264, 12596, 8006, 9921, 3723, 814, 741, 21192, 5269, 11259, 4155, 12993, 6424, 2227, 16759, 907, 11541, 6032, 14527, 627, 3801, 13900, 12991, 10617, 692, 4912, 8593, 18645, 1327, 20622, 7354, 8484, 8479, 17509, 16377, 10911, 16334, 7196, 3172, 5692]
[604800, 14701, 8480, 5588, 12320, 11258, 4766, 10284, 12249, 21057, 17292, 21564, 10068, 11395, 6303, 1631, 10939, 22443, 8732, 15201, 10164, 15367, 7589, 10162, 19559, 3431, 12396, 8058, 17018, 5499, 5008, 14855, 17086, 21739, 1256, 8774, 10198, 24054, 4252, 21570, 8167, 14310, 10555, 20263, 19275, 11581, 25461, 10719, 4475, 6375]
[0, 16, 17, 16, 20, 15, 17, 14, 14, 20, 12, 18, 20, 14, 16, 14, 25, 14, 19, 16, 15, 23, 14, 15, 26, 24, 29, 11, 12, 17, 20, 13, 20, 18, 14, 20, 13, 16, 18, 18, 14, 15, 15, 12, 18, 17, 21, 18, 20, 12]
[[0.0, 7665.0, 7125.0, 7560.0, 8325.0, 6945.0, 6510.0, 7575.0, 8670.0, 7230.0, 8160.0, 7080.0, 6450.0, 8100.0, 7830.0, 7635.0, 7605.0, 7620.0, 5340.0, 4470.0, 5715.0, 4695.0, 5505.0, 5685.0, 5595.0, 5310.0, 5685.0, 6105.0, 6180.0, 5355.0, 6240.0, 5925.0, 6300.0, 5565.0, 4950.0, 2895.0, 11355.0, 10290.0, 10665.0, 11400.0, 11415.0, 10680.0, 10605.0, 10650.0, 10800.0, 11070.0, 10665.0, 10800.0, 7020.0, 3375.0], 
[7665.0, 0.0, 810.0, 90.0, 765.0, 1920.0, 1185.0, 750.0, 1155.0, 630.0, 600.0, 795.0, 1215.0, 570.0, 330.0, 30.0, 165.0, 30.0, 12225.0, 11355.0, 12600.0, 11580.0, 12390.0, 12570.0, 12480.0, 12210.0, 12585.0, 12990.0, 1485.0, 3210.0, 1455.0, 1755.0, 1395.0, 2460.0, 3030.0, 9780.0, 5460.0, 4275.0, 10335.0, 9120.0, 9135.0, 10365.0, 10260.0, 10380.0, 10155.0, 9480.0, 10380.0, 10155.0, 5445.0, 3915.0], 
[7125.0, 810.0, 0.0, 720.0, 1485.0, 1380.0, 645.0, 765.0, 1830.0, 270.0, 1305.0, 45.0, 690.0, 1245.0, 990.0, 795.0, 750.0, 780.0, 11685.0, 10815.0, 12060.0, 11055.0, 11850.0, 12045.0, 11940.0, 11670.0, 12045.0, 12450.0, 960.0, 2670.0, 915.0, 1215.0, 855.0, 1920.0, 2490.0, 9255.0, 5205.0, 4065.0, 9990.0, 8760.0, 8790.0, 10020.0, 9915.0, 10035.0, 9810.0, 9135.0, 10020.0, 9810.0, 4905.0, 3390.0], 
[7560.0, 90.0, 720.0, 0.0, 780.0, 1830.0, 1080.0, 660.0, 1140.0, 525.0, 600.0, 705.0, 1125.0, 555.0, 300.0, 75.0, 90.0, 60.0, 12135.0, 11265.0, 12510.0, 11490.0, 12300.0, 12480.0, 12390.0, 12105.0, 12480.0, 12900.0, 1395.0, 3120.0, 1350.0, 1665.0, 1305.0, 2355.0, 2940.0, 9690.0, 5355.0, 4185.0, 10245.0, 9030.0, 9045.0, 10275.0, 10170.0, 10290.0, 10065.0, 9390.0, 10275.0, 10065.0, 5355.0, 3825.0], 
[8325.0, 765.0, 1485.0, 780.0, 0.0, 2595.0, 1845.0, 1410.0, 1290.0, 1290.0, 300.0, 1470.0, 1890.0, 690.0, 825.0, 750.0, 825.0, 735.0, 12900.0, 12015.0, 13275.0, 12255.0, 13050.0, 13245.0, 13155.0, 12870.0, 13245.0, 13665.0, 2160.0, 3885.0, 2115.0, 2430.0, 2070.0, 3120.0, 3705.0, 10455.0, 6015.0, 4830.0, 10995.0, 9780.0, 9795.0, 11025.0, 10920.0, 11040.0, 10815.0, 10140.0, 11025.0, 10815.0, 6105.0, 4590.0], 
[6945.0, 1920.0, 1380.0, 1830.0, 2595.0, 0.0, 795.0, 1845.0, 2910.0, 1500.0, 2415.0, 1335.0, 750.0, 2355.0, 2085.0, 1905.0, 1860.0, 1890.0, 11520.0, 10635.0, 11895.0, 10875.0, 11670.0, 11865.0, 11775.0, 11490.0, 11865.0, 12285.0, 780.0, 2505.0, 765.0, 1050.0, 765.0, 1740.0, 2325.0, 9075.0, 4770.0, 3780.0, 9270.0, 8055.0, 8070.0, 9300.0, 9195.0, 9315.0, 9090.0, 8415.0, 9300.0, 9090.0, 3540.0, 3210.0], 
[6510.0, 1185.0, 645.0, 1080.0, 1845.0, 795.0, 0.0, 1095.0, 2190.0, 750.0, 1680.0, 600.0, 60.0, 1620.0, 1350.0, 1155.0, 1125.0, 1140.0, 11070.0, 10200.0, 11445.0, 10440.0, 11235.0, 11430.0, 11325.0, 11055.0, 11430.0, 11835.0, 345.0, 2055.0, 300.0, 600.0, 240.0, 1305.0, 1875.0, 8625.0, 4950.0, 3870.0, 9645.0, 8430.0, 8445.0, 9675.0, 9570.0, 9690.0, 9465.0, 8790.0, 9675.0, 9465.0, 4305.0, 2760.0], 
[7575.0, 750.0, 765.0, 660.0, 1410.0, 1845.0, 1095.0, 0.0, 1215.0, 570.0, 1245.0, 750.0, 1140.0, 810.0, 825.0, 720.0, 690.0, 720.0, 12150.0, 11280.0, 12525.0, 11505.0, 12300.0, 12495.0, 12405.0, 12120.0, 12495.0, 12915.0, 1410.0, 3135.0, 1365.0, 1680.0, 1320.0, 2370.0, 2955.0, 9705.0, 5145.0, 3945.0, 10050.0, 8835.0, 8850.0, 10095.0, 9990.0, 10110.0, 9885.0, 9195.0, 10095.0, 9870.0, 5370.0, 3840.0], 
[8670.0, 1155.0, 1830.0, 1140.0, 1290.0, 2910.0, 2190.0, 1215.0, 0.0, 1650.0, 1110.0, 1815.0, 2235.0, 615.0, 945.0, 1140.0, 1155.0, 1125.0, 13245.0, 12360.0, 13620.0, 12600.0, 13395.0, 13590.0, 13500.0, 13215.0, 13590.0, 13995.0, 2505.0, 4215.0, 2460.0, 2775.0, 2400.0, 3465.0, 4035.0, 10800.0, 5580.0, 4365.0, 10575.0, 9360.0, 9375.0, 10605.0, 10500.0, 10620.0, 10395.0, 9720.0, 10605.0, 10395.0, 6435.0, 4935.0], 
[7230.0, 630.0, 270.0, 525.0, 1290.0, 1500.0, 750.0, 570.0, 1650.0, 0.0, 1125.0, 270.0, 795.0, 1065.0, 795.0, 600.0, 570.0, 585.0, 11805.0, 10920.0, 12180.0, 11160.0, 11955.0, 12150.0, 12060.0, 11775.0, 12150.0, 12555.0, 1065.0, 2790.0, 1020.0, 1335.0, 975.0, 2025.0, 2610.0, 9360.0, 5190.0, 4035.0, 10035.0, 8820.0, 8835.0, 10065.0, 9960.0, 10080.0, 9855.0, 9180.0, 10065.0, 9855.0, 5010.0, 3495.0], 
[8160.0, 600.0, 1305.0, 600.0, 300.0, 2415.0, 1680.0, 1245.0, 1110.0, 1125.0, 0.0, 1290.0, 1710.0, 510.0, 660.0, 570.0, 645.0, 570.0, 12720.0, 11850.0, 13095.0, 12075.0, 12885.0, 13065.0, 12975.0, 12705.0, 13065.0, 13485.0, 1980.0, 3705.0, 1935.0, 2250.0, 1890.0, 2940.0, 3525.0, 10275.0, 5835.0, 4650.0, 10815.0, 9600.0, 9615.0, 10845.0, 10740.0, 10860.0, 10635.0, 9960.0, 10845.0, 10635.0, 5940.0, 4410.0], 
[7080.0, 795.0, 45.0, 705.0, 1470.0, 1335.0, 600.0, 750.0, 1815.0, 270.0, 1290.0, 0.0, 645.0, 1230.0, 975.0, 780.0, 735.0, 765.0, 11655.0, 10770.0, 12015.0, 11010.0, 11805.0, 12000.0, 11895.0, 11625.0, 12000.0, 12405.0, 915.0, 2625.0, 870.0, 1170.0, 810.0, 1875.0, 2445.0, 9210.0, 5160.0, 4035.0, 9945.0, 8730.0, 8745.0, 9975.0, 9870.0, 9990.0, 9765.0, 9090.0, 9975.0, 9765.0, 4860.0, 3345.0], 
[6450.0, 1215.0, 690.0, 1125.0, 1890.0, 750.0, 60.0, 1140.0, 2235.0, 795.0, 1710.0, 645.0, 0.0, 1665.0, 1395.0, 1200.0, 1155.0, 1185.0, 11025.0, 10140.0, 11385.0, 10380.0, 11175.0, 11370.0, 11265.0, 10995.0, 11370.0, 11775.0, 285.0, 1995.0, 240.0, 540.0, 180.0, 1245.0, 1815.0, 8580.0, 4980.0, 3885.0, 9660.0, 8445.0, 8460.0, 9690.0, 9585.0, 9705.0, 9480.0, 8805.0, 9690.0, 9480.0, 4275.0, 2715.0], 
[8100.0, 570.0, 1245.0, 555.0, 690.0, 2355.0, 1620.0, 810.0, 615.0, 1065.0, 510.0, 1230.0, 1665.0, 0.0, 390.0, 540.0, 570.0, 540.0, 12660.0, 11790.0, 13035.0, 12030.0, 12825.0, 13020.0, 12915.0, 12645.0, 13020.0, 13425.0, 1935.0, 3645.0, 1890.0, 2190.0, 1830.0, 2895.0, 3465.0, 10230.0, 5370.0, 4185.0, 10350.0, 9135.0, 9150.0, 10380.0, 10275.0, 10395.0, 10170.0, 9495.0, 10380.0, 10170.0, 5880.0, 4365.0], 
[7830.0, 330.0, 990.0, 300.0, 825.0, 2085.0, 1350.0, 825.0, 945.0, 795.0, 660.0, 975.0, 1395.0, 390.0, 0.0, 315.0, 300.0, 300.0, 12405.0, 11520.0, 12780.0, 11760.0, 12555.0, 12750.0, 12660.0, 12375.0, 12750.0, 13155.0, 1665.0, 3375.0, 1620.0, 1935.0, 1560.0, 2625.0, 3195.0, 9960.0, 5400.0, 4200.0, 10365.0, 9150.0, 9165.0, 10395.0, 10290.0, 10410.0, 10185.0, 9510.0, 10410.0, 10185.0, 5610.0, 4095.0], 
[7635.0, 30.0, 795.0, 75.0, 750.0, 1905.0, 1155.0, 720.0, 1140.0, 600.0, 570.0, 780.0, 1200.0, 540.0, 315.0, 0.0, 150.0, 15.0, 12210.0, 11325.0, 12585.0, 11565.0, 12360.0, 12555.0, 12465.0, 12180.0, 12555.0, 12975.0, 1470.0, 3195.0, 1425.0, 1740.0, 1380.0, 2430.0, 3015.0, 9765.0, 5430.0, 4260.0, 10320.0, 9090.0, 9120.0, 10350.0, 10245.0, 10365.0, 10140.0, 9465.0, 10350.0, 10140.0, 5430.0, 3900.0], 
