[29,468820,0,14,20]
[0, 25546, 8808, 31505, 29182, 4867, 26835, 41771, 7679, 18266, 20882, 28124, 27943, 24996, 9023, 5512, 28094, 18720, 14206, 5393, 28086, 7852, 22920, 36603, 22473, 21499, 13400, 8462, 19215, 11658]
[0, 32737, 10098, 1477, 27597, 9262, 10203, 35052, 5148, 18424, 3472, 14544, 15404, 9330, 11546, 7491, 19947, 6856, 2305, 5737, 37431, 27753, 7842, 12679, 10808, 10728, 27058, 6447, 8799, 1944]
[604800, 34051, 11713, 2854, 29557, 14119, 11164, 36204, 7635, 19357, 9994, 15420, 16632, 10380, 12250, 9928, 21394, 7780, 5075, 7078, 38385, 35644, 8712, 13951, 11449, 13924, 28928, 10858, 9426, 7659]
[0, 21, 16, 24, 23, 14, 20, 24, 16, 18, 21, 23, 22, 18, 15, 15, 20, 20, 16, 12, 20, 16, 18, 22, 19, 20, 17, 15, 19, 16]
[[0.0, 1530.0, 7665.0, 7905.0, 7560.0, 7845.0, 7230.0, 8160.0, 7680.0, 4350.0, 8730.0, 8895.0, 9870.0, 8730.0, 4470.0, 5565.0, 5985.0, 5310.0, 6300.0, 5565.0, 4950.0, 5625.0, 11415.0, 11070.0, 10665.0, 10800.0, 7020.0, 10650.0, 6480.0, 3375.0], 
[1530.0, 0.0, 7695.0, 7935.0, 7590.0, 7875.0, 7260.0, 8190.0, 7710.0, 4680.0, 9060.0, 9225.0, 9900.0, 9060.0, 5640.0, 6750.0, 7155.0, 6480.0, 6330.0, 5595.0, 4980.0, 5655.0, 12585.0, 12255.0, 11835.0, 11970.0, 7350.0, 10695.0, 6510.0, 3405.0], 
[7665.0, 7695.0, 0.0, 345.0, 90.0, 285.0, 630.0, 600.0, 105.0, 7650.0, 5535.0, 5055.0, 4650.0, 5505.0, 11355.0, 12450.0, 12870.0, 12195.0, 1395.0, 2460.0, 3030.0, 2415.0, 9135.0, 9480.0, 10380.0, 10155.0, 5445.0, 5010.0, 1200.0, 3915.0], 
[7905.0, 7935.0, 345.0, 0.0, 360.0, 120.0, 870.0, 315.0, 285.0, 7905.0, 5790.0, 5310.0, 4905.0, 5745.0, 11595.0, 12705.0, 13125.0, 12450.0, 1650.0, 2700.0, 3285.0, 2655.0, 9390.0, 9735.0, 10620.0, 10410.0, 5700.0, 5250.0, 1455.0, 4170.0], 
[7560.0, 7590.0, 90.0, 360.0, 0.0, 285.0, 525.0, 600.0, 120.0, 7560.0, 5445.0, 4965.0, 4560.0, 5400.0, 11265.0, 12360.0, 12780.0, 12105.0, 1305.0, 2355.0, 2940.0, 2310.0, 9045.0, 9390.0, 10275.0, 10065.0, 5355.0, 4920.0, 1110.0, 3825.0], 
[7845.0, 7875.0, 285.0, 120.0, 285.0, 0.0, 795.0, 360.0, 210.0, 7830.0, 5715.0, 5235.0, 4830.0, 5670.0, 11535.0, 12630.0, 13050.0, 12375.0, 1575.0, 2625.0, 3210.0, 2595.0, 9315.0, 9660.0, 10545.0, 10335.0, 5625.0, 5190.0, 1380.0, 4095.0], 
[7230.0, 7260.0, 630.0, 870.0, 525.0, 795.0, 0.0, 1125.0, 645.0, 7215.0, 5100.0, 4635.0, 4260.0, 5070.0, 10920.0, 12030.0, 12450.0, 11775.0, 975.0, 2025.0, 2610.0, 1980.0, 8835.0, 9180.0, 10065.0, 9855.0, 5010.0, 4695.0, 780.0, 3495.0], 
[8160.0, 8190.0, 600.0, 315.0, 600.0, 360.0, 1125.0, 0.0, 525.0, 8145.0, 6030.0, 5550.0, 5145.0, 5985.0, 11850.0, 12945.0, 13365.0, 12690.0, 1890.0, 2940.0, 3525.0, 2910.0, 9615.0, 9960.0, 10845.0, 10635.0, 5940.0, 5505.0, 1695.0, 4410.0], 
[7680.0, 7710.0, 105.0, 285.0, 120.0, 210.0, 645.0, 525.0, 0.0, 7665.0, 5550.0, 5070.0, 4665.0, 5520.0, 11370.0, 12480.0, 12885.0, 12210.0, 1410.0, 2475.0, 3045.0, 2430.0, 9150.0, 9495.0, 10395.0, 10170.0, 5460.0, 5025.0, 1230.0, 3945.0], 
[4350.0, 4680.0, 7650.0, 7905.0, 7560.0, 7830.0, 7215.0, 8145.0, 7665.0, 0.0, 4395.0, 4560.0, 5715.0, 4395.0, 6900.0, 7965.0, 8340.0, 7710.0, 6480.0, 7185.0, 6570.0, 7245.0, 11355.0, 11700.0, 12585.0, 12360.0, 2670.0, 7635.0, 6510.0, 4995.0], 
[8730.0, 9060.0, 5535.0, 5790.0, 5445.0, 5715.0, 5100.0, 6030.0, 5550.0, 4395.0, 0.0, 555.0, 2175.0, 60.0, 11145.0, 12225.0, 12585.0, 11955.0, 4410.0, 5355.0, 5940.0, 5325.0, 8250.0, 8595.0, 9495.0, 9270.0, 3555.0, 4095.0, 4425.0, 6825.0], 
[8895.0, 9225.0, 5055.0, 5310.0, 4965.0, 5235.0, 4635.0, 5550.0, 5070.0, 4560.0, 555.0, 0.0, 1695.0, 510.0, 11325.0, 12405.0, 12765.0, 12135.0, 3930.0, 4890.0, 5460.0, 4845.0, 7770.0, 8115.0, 9015.0, 8790.0, 3435.0, 3615.0, 3945.0, 6360.0], 
[9870.0, 9900.0, 4650.0, 4905.0, 4560.0, 4830.0, 4260.0, 5145.0, 4665.0, 5715.0, 2175.0, 1695.0, 0.0, 2130.0, 12480.0, 12660.0, 11820.0, 12615.0, 3675.0, 4665.0, 5235.0, 4620.0, 6360.0, 6705.0, 7605.0, 7380.0, 4230.0, 2205.0, 3645.0, 6135.0], 
[8730.0, 9060.0, 5505.0, 5745.0, 5400.0, 5670.0, 5070.0, 5985.0, 5520.0, 4395.0, 60.0, 510.0, 2130.0, 0.0, 11160.0, 12225.0, 12600.0, 11970.0, 4365.0, 5325.0, 5910.0, 5280.0, 8220.0, 8565.0, 9450.0, 9240.0, 3540.0, 4065.0, 4380.0, 6795.0], 
[4470.0, 5640.0, 11355.0, 11595.0, 11265.0, 11535.0, 10920.0, 11850.0, 11370.0, 6900.0, 11145.0, 11325.0, 12480.0, 11160.0, 0.0, 1155.0, 1635.0, 900.0, 9990.0, 9270.0, 8640.0, 9315.0, 7080.0, 6720.0, 6270.0, 6420.0, 9450.0, 11160.0, 10185.0, 7065.0], 
[5565.0, 6750.0, 12450.0, 12705.0, 12360.0, 12630.0, 12030.0, 12945.0, 12480.0, 7965.0, 12225.0, 12405.0, 12660.0, 12225.0, 1155.0, 0.0, 1185.0, 345.0, 11100.0, 10365.0, 9735.0, 10410.0, 6390.0, 6045.0, 5595.0, 5730.0, 10515.0, 10485.0, 11280.0, 8175.0], 
[5985.0, 7155.0, 12870.0, 13125.0, 12780.0, 13050.0, 12450.0, 13365.0, 12885.0, 8340.0, 12585.0, 12765.0, 11820.0, 12600.0, 1635.0, 1185.0, 0.0, 1020.0, 11505.0, 10785.0, 10155.0, 10830.0, 5565.0, 5220.0, 4800.0, 4935.0, 10890.0, 9645.0, 11700.0, 8595.0], 
[5310.0, 6480.0, 12195.0, 12450.0, 12105.0, 12375.0, 11775.0, 12690.0, 12210.0, 7710.0, 11955.0, 12135.0, 12615.0, 11970.0, 900.0, 345.0, 1020.0, 0.0, 10830.0, 10110.0, 9480.0, 10155.0, 6345.0, 5985.0, 5550.0, 5685.0, 10260.0, 10440.0, 11025.0, 7920.0], 
