[49,468820,0,14,20]
[0, 24021, 13852, 13604, 13960, 9407, 14486, 14922, 20466, 10375, 12164, 14844, 27499, 12624, 37673, 15248, 10377, 19477, 11818, 11932, 31071, 8758, 25234, 15934, 32843, 44486, 8007, 6935, 34560, 29093, 21044, 10666, 16165, 17059, 23049, 9187, 31340, 15963, 33739, 5119, 5245, 20006, 26585, 20785, 16322, 13569, 5375, 34809, 15180, 17972]
[0, 2982, 6814, 3314, 28381, 2803, 15721, 6988, 18001, 10765, 15909, 16718, 15873, 17517, 11089, 592, 12523, 5120, 2713, 9436, 19706, 26194, 25040, 11678, 13380, 3716, 819, 13557, 27734, 20820, 598, 6298, 14389, 8457, 1443, 1630, 12692, 7476, 9144, 9345, 3028, 8787, 27200, 727, 2364, 13646, 8295, 16143, 1526, 12492]
[604800, 4774, 9646, 6773, 29789, 9088, 16487, 9407, 29459, 15554, 17625, 17268, 17880, 17979, 11635, 1192, 15073, 9230, 7858, 11416, 27399, 27829, 26382, 12506, 14352, 6273, 8143, 14191, 28860, 22192, 1197, 16355, 19178, 13344, 2952, 17066, 14559, 9000, 11347, 11923, 6833, 13107, 31557, 2939, 10144, 17739, 8841, 18918, 2409, 13789]
[0, 21, 16, 18, 18, 14, 16, 15, 19, 15, 16, 17, 19, 17, 25, 15, 14, 17, 15, 17, 23, 15, 20, 18, 25, 25, 15, 12, 26, 21, 20, 13, 19, 16, 18, 13, 20, 19, 22, 13, 12, 17, 20, 21, 15, 16, 14, 24, 17, 12]
[[0.0, 7695.0, 7155.0, 7935.0, 7590.0, 8355.0, 7980.0, 8190.0, 8430.0, 7605.0, 8160.0, 8700.0, 8190.0, 7110.0, 6480.0, 8130.0, 8655.0, 7860.0, 7665.0, 7635.0, 6780.0, 7635.0, 4680.0, 9210.0, 9225.0, 9285.0, 9900.0, 9060.0, 6405.0, 6510.0, 5880.0, 6795.0, 6750.0, 7155.0, 6675.0, 7275.0, 6210.0, 5385.0, 5640.0, 6330.0, 5595.0, 4065.0, 11385.0, 11850.0, 12255.0, 11835.0, 11970.0, 10695.0, 6510.0, 3405.0], 
[7695.0, 0.0, 810.0, 345.0, 90.0, 765.0, 390.0, 600.0, 840.0, 750.0, 570.0, 1155.0, 600.0, 795.0, 1215.0, 570.0, 1065.0, 330.0, 30.0, 165.0, 945.0, 60.0, 7650.0, 4605.0, 5055.0, 6000.0, 4650.0, 5505.0, 12120.0, 12225.0, 11580.0, 12510.0, 12450.0, 12870.0, 12390.0, 12990.0, 1485.0, 3210.0, 2430.0, 1395.0, 2460.0, 9780.0, 5460.0, 10335.0, 9480.0, 10380.0, 10155.0, 5010.0, 1200.0, 3915.0], 
[7155.0, 810.0, 0.0, 1065.0, 720.0, 1485.0, 1110.0, 1305.0, 1545.0, 765.0, 1275.0, 1830.0, 1305.0, 45.0, 690.0, 1245.0, 1785.0, 990.0, 795.0, 750.0, 405.0, 765.0, 7110.0, 4065.0, 4515.0, 5460.0, 4140.0, 4965.0, 11580.0, 11685.0, 11055.0, 11970.0, 11925.0, 12330.0, 11850.0, 12450.0, 960.0, 2670.0, 1890.0, 855.0, 1920.0, 9255.0, 5205.0, 9990.0, 9135.0, 10020.0, 9810.0, 4650.0, 675.0, 3390.0], 
[7935.0, 345.0, 1065.0, 0.0, 360.0, 480.0, 120.0, 315.0, 555.0, 990.0, 285.0, 1005.0, 315.0, 1050.0, 1470.0, 420.0, 780.0, 420.0, 330.0, 405.0, 1185.0, 315.0, 7905.0, 4845.0, 5310.0, 6255.0, 4905.0, 5745.0, 12375.0, 12480.0, 11835.0, 12765.0, 12705.0, 13125.0, 12630.0, 13245.0, 1740.0, 3465.0, 2685.0, 1650.0, 2700.0, 10035.0, 5655.0, 10590.0, 9735.0, 10620.0, 10410.0, 5250.0, 1455.0, 4170.0], 
[7590.0, 90.0, 720.0, 360.0, 0.0, 780.0, 405.0, 600.0, 840.0, 660.0, 570.0, 1140.0, 600.0, 705.0, 1125.0, 555.0, 1080.0, 300.0, 75.0, 90.0, 840.0, 45.0, 7560.0, 4515.0, 4965.0, 5910.0, 4560.0, 5400.0, 12030.0, 12135.0, 11490.0, 12420.0, 12360.0, 12780.0, 12300.0, 12900.0, 1395.0, 3120.0, 2340.0, 1305.0, 2355.0, 9690.0, 5355.0, 10245.0, 9390.0, 10275.0, 10065.0, 4920.0, 1110.0, 3825.0], 
[8355.0, 765.0, 1485.0, 480.0, 780.0, 0.0, 465.0, 300.0, 135.0, 1410.0, 270.0, 1290.0, 300.0, 1470.0, 1890.0, 690.0, 435.0, 825.0, 750.0, 825.0, 1605.0, 735.0, 8310.0, 5265.0, 5730.0, 6675.0, 5325.0, 6165.0, 12795.0, 12900.0, 12255.0, 13185.0, 13125.0, 13545.0, 13050.0, 13665.0, 2160.0, 3885.0, 3105.0, 2070.0, 3120.0, 10455.0, 6015.0, 10995.0, 10140.0, 11025.0, 10815.0, 5670.0, 1875.0, 4590.0], 
