[29,332000,0,14,20]
[0, 25364, 18324, 15083, 25361, 14260, 18864, 18709, 25955, 27341, 5251, 19962, 29568, 13458, 16825, 24510, 11014, 23069, 27174, 23148, 26873, 24689, 16495, 31005, 25566, 31195, 28089, 20882, 29918, 5023]
[0, 6366, 7712, 424, 5467, 2145, 1761, 3976, 16826, 6104, 5137, 4114, 0, 2187, 998, 6975, 271, 9511, 15577, 8167, 11397, 12, 3204, 7390, 880, 7882, 7135, 9162, 4278, 2667]
[604800, 7350, 8656, 3247, 6420, 5340, 3415, 5093, 17649, 7577, 6160, 5015, 1104, 5403, 2117, 7750, 2497, 10329, 16417, 8971, 12380, 1105, 5559, 8375, 1707, 8713, 7964, 10140, 5480, 3591]
[0, 57, 42, 37, 58, 34, 41, 42, 57, 63, 14, 46, 63, 31, 40, 52, 27, 49, 61, 54, 60, 55, 36, 69, 58, 69, 60, 46, 65, 18]
[[0.0, 2010.0, 990.0, 345.0, 315.0, 120.0, 1740.0, 945.0, 870.0, 360.0, 480.0, 1005.0, 420.0, 1425.0, 1455.0, 315.0, 285.0, 315.0, 1470.0, 405.0, 555.0, 660.0, 2175.0, 1050.0, 1185.0, 120.0, 1695.0, 2700.0, 3285.0, 2655.0], 
[2010.0, 0.0, 1680.0, 1755.0, 1710.0, 2055.0, 270.0, 1335.0, 1335.0, 1665.0, 2430.0, 2775.0, 2190.0, 600.0, 585.0, 2250.0, 2220.0, 2250.0, 540.0, 1695.0, 2490.0, 1395.0, 1050.0, 1170.0, 855.0, 1935.0, 345.0, 705.0, 1305.0, 660.0], 
[990.0, 1680.0, 0.0, 750.0, 690.0, 1035.0, 1410.0, 645.0, 570.0, 660.0, 1410.0, 1215.0, 810.0, 1095.0, 1125.0, 1245.0, 1215.0, 1245.0, 1140.0, 690.0, 1485.0, 345.0, 1845.0, 750.0, 855.0, 930.0, 1365.0, 2370.0, 2955.0, 2325.0], 
[345.0, 1755.0, 750.0, 0.0, 60.0, 390.0, 1485.0, 690.0, 630.0, 90.0, 765.0, 1155.0, 570.0, 1185.0, 1200.0, 600.0, 570.0, 600.0, 1215.0, 165.0, 840.0, 420.0, 1920.0, 795.0, 945.0, 285.0, 1455.0, 2460.0, 3030.0, 2415.0], 
[315.0, 1710.0, 690.0, 60.0, 0.0, 360.0, 1440.0, 645.0, 570.0, 45.0, 735.0, 1125.0, 540.0, 1125.0, 1155.0, 570.0, 540.0, 570.0, 1170.0, 120.0, 810.0, 360.0, 1860.0, 750.0, 885.0, 255.0, 1395.0, 2400.0, 2985.0, 2355.0], 
[120.0, 2055.0, 1035.0, 390.0, 360.0, 0.0, 1785.0, 990.0, 915.0, 405.0, 465.0, 1035.0, 435.0, 1470.0, 1500.0, 285.0, 255.0, 285.0, 1515.0, 450.0, 525.0, 705.0, 2220.0, 1095.0, 1230.0, 165.0, 1740.0, 2745.0, 3330.0, 2700.0], 
[1740.0, 270.0, 1410.0, 1485.0, 1440.0, 1785.0, 0.0, 1065.0, 1065.0, 1395.0, 2160.0, 2505.0, 1935.0, 345.0, 315.0, 1980.0, 1965.0, 1980.0, 285.0, 1440.0, 2235.0, 1140.0, 780.0, 915.0, 585.0, 1665.0, 75.0, 975.0, 1545.0, 930.0], 
[945.0, 1335.0, 645.0, 690.0, 645.0, 990.0, 1065.0, 0.0, 105.0, 600.0, 1365.0, 1710.0, 1140.0, 750.0, 780.0, 1185.0, 1170.0, 1185.0, 795.0, 645.0, 1440.0, 345.0, 1485.0, 225.0, 510.0, 870.0, 1020.0, 2025.0, 2595.0, 1980.0], 
[870.0, 1335.0, 570.0, 630.0, 570.0, 915.0, 1065.0, 105.0, 0.0, 525.0, 1290.0, 1650.0, 1065.0, 750.0, 780.0, 1125.0, 1095.0, 1125.0, 795.0, 570.0, 1365.0, 285.0, 1500.0, 270.0, 510.0, 795.0, 1020.0, 2025.0, 2610.0, 1980.0], 
[360.0, 1665.0, 660.0, 90.0, 45.0, 405.0, 1395.0, 600.0, 525.0, 0.0, 780.0, 1140.0, 555.0, 1080.0, 1110.0, 600.0, 570.0, 600.0, 1125.0, 90.0, 840.0, 315.0, 1830.0, 705.0, 840.0, 285.0, 1350.0, 2355.0, 2940.0, 2310.0], 
[480.0, 2430.0, 1410.0, 765.0, 735.0, 465.0, 2160.0, 1365.0, 1290.0, 780.0, 0.0, 1290.0, 690.0, 1845.0, 1875.0, 300.0, 270.0, 300.0, 1890.0, 825.0, 135.0, 1080.0, 2595.0, 1470.0, 1605.0, 525.0, 2115.0, 3120.0, 3705.0, 3075.0], 
[1005.0, 2775.0, 1215.0, 1155.0, 1125.0, 1035.0, 2505.0, 1710.0, 1650.0, 1140.0, 1290.0, 0.0, 615.0, 2190.0, 2220.0, 1110.0, 1080.0, 1110.0, 2235.0, 1155.0, 1365.0, 1440.0, 2910.0, 1815.0, 1950.0, 1005.0, 2460.0, 3465.0, 4035.0, 3420.0], 
[420.0, 2190.0, 810.0, 570.0, 540.0, 435.0, 1935.0, 1140.0, 1065.0, 555.0, 690.0, 615.0, 0.0, 1620.0, 1650.0, 510.0, 495.0, 510.0, 1665.0, 570.0, 765.0, 855.0, 2355.0, 1230.0, 1380.0, 405.0, 1890.0, 2895.0, 3465.0, 2850.0], 
[1425.0, 600.0, 1095.0, 1185.0, 1125.0, 1470.0, 345.0, 750.0, 750.0, 1080.0, 1845.0, 2190.0, 1620.0, 0.0, 60.0, 1680.0, 1650.0, 1680.0, 60.0, 1125.0, 1920.0, 825.0, 795.0, 600.0, 270.0, 1350.0, 300.0, 1305.0, 1875.0, 1260.0], 
[1455.0, 585.0, 1125.0, 1200.0, 1155.0, 1500.0, 315.0, 780.0, 780.0, 1110.0, 1875.0, 2220.0, 1650.0, 60.0, 0.0, 1695.0, 1680.0, 1695.0, 45.0, 1155.0, 1950.0, 855.0, 780.0, 630.0, 300.0, 1380.0, 270.0, 1275.0, 1860.0, 1230.0], 
[315.0, 2250.0, 1245.0, 600.0, 570.0, 285.0, 1980.0, 1185.0, 1125.0, 600.0, 300.0, 1110.0, 510.0, 1680.0, 1695.0, 0.0, 30.0, 0.0, 1710.0, 645.0, 360.0, 915.0, 2415.0, 1290.0, 1425.0, 360.0, 1935.0, 2940.0, 3525.0, 2910.0], 
[285.0, 2220.0, 1215.0, 570.0, 540.0, 255.0, 1965.0, 1170.0, 1095.0, 570.0, 270.0, 1080.0, 495.0, 1650.0, 1680.0, 30.0, 0.0, 30.0, 1695.0, 615.0, 330.0, 885.0, 2385.0, 1260.0, 1410.0, 330.0, 1920.0, 2925.0, 3495.0, 2880.0], 
[315.0, 2250.0, 1245.0, 600.0, 570.0, 285.0, 1980.0, 1185.0, 1125.0, 600.0, 300.0, 1110.0, 510.0, 1680.0, 1695.0, 0.0, 30.0, 0.0, 1710.0, 645.0, 360.0, 915.0, 2415.0, 1290.0, 1425.0, 360.0, 1935.0, 2940.0, 3525.0, 2910.0], 
[1470.0, 540.0, 1140.0, 1215.0, 1170.0, 1515.0, 285.0, 795.0, 795.0, 1125.0, 1890.0, 2235.0, 1665.0, 60.0, 45.0, 1710.0, 1695.0, 1710.0, 0.0, 1155.0, 1965.0, 870.0, 750.0, 645.0, 315.0, 1395.0, 240.0, 1245.0, 1815.0, 1200.0], 
[405.0, 1695.0, 690.0, 165.0, 120.0, 450.0, 1440.0, 645.0, 570.0, 90.0, 825.0, 1155.0, 570.0, 1125.0, 1155.0, 645.0, 615.0, 645.0, 1155.0, 0.0, 885.0, 360.0, 1860.0, 735.0, 885.0, 330.0, 1395.0, 2400.0, 2970.0, 2355.0], 
[555.0, 2490.0, 1485.0, 840.0, 810.0, 525.0, 2235.0, 1440.0, 1365.0, 840.0, 135.0, 1365.0, 765.0, 1920.0, 1950.0, 360.0, 330.0, 360.0, 1965.0, 885.0, 0.0, 1155.0, 2655.0, 1530.0, 1680.0, 600.0, 2190.0, 3195.0, 3765.0, 3150.0], 
[660.0, 1395.0, 345.0, 420.0, 360.0, 705.0, 1140.0, 345.0, 285.0, 315.0, 1080.0, 1440.0, 855.0, 825.0, 855.0, 915.0, 885.0, 915.0, 870.0, 360.0, 1155.0, 0.0, 1560.0, 450.0, 585.0, 585.0, 1095.0, 2100.0, 2670.0, 2055.0], 
