[39,468820,0,14,20]
[0, 13490, 30900, 4864, 11395, 17496, 5366, 8238, 13037, 9884, 7724, 6648, 17584, 19412, 6004, 8580, 12020, 29809, 8278, 4856, 18038, 14584, 11820, 29329, 6895, 7415, 20405, 22296, 8185, 4972, 6465, 5284, 22148, 11040, 13524, 12941, 15314, 7572, 30117, 40889]
[0, 7812, 1785, 10374, 14378, 13734, 2811, 4450, 13806, 2107, 8296, 9184, 7390, 14095, 4054, 11434, 10404, 11305, 2499, 1473, 13111, 23361, 12921, 12976, 20816, 9715, 24525, 22074, 13198, 2230, 10334, 6028, 19420, 3068, 6468, 3008, 9810, 21660, 2925, 3426]
[604800, 9973, 2528, 11466, 16572, 15654, 6082, 7145, 14592, 3574, 11962, 10609, 8356, 19714, 5011, 12668, 14794, 13754, 7278, 16791, 14255, 24924, 15003, 13529, 21495, 15232, 27214, 26937, 15271, 4414, 11135, 6787, 25535, 12246, 7095, 3956, 10603, 26230, 7300, 5886]
[0, 16, 24, 15, 14, 15, 13, 13, 17, 15, 16, 16, 17, 19, 12, 13, 15, 23, 16, 15, 20, 14, 18, 24, 13, 14, 18, 19, 13, 14, 14, 13, 19, 13, 16, 17, 18, 15, 21, 26]
[[0.0, 7125.0, 7905.0, 7560.0, 8325.0, 6945.0, 8130.0, 8100.0, 7605.0, 4350.0, 8940.0, 8730.0, 8730.0, 8880.0, 8730.0, 5985.0, 5355.0, 5685.0, 5880.0, 5595.0, 5310.0, 6045.0, 5685.0, 5355.0, 6240.0, 5925.0, 5610.0, 6300.0, 5565.0, 5445.0, 4950.0, 11355.0, 10290.0, 11400.0, 10680.0, 10800.0, 10800.0, 7020.0, 7305.0, 10650.0], 
[7125.0, 0.0, 1065.0, 720.0, 1485.0, 1380.0, 1275.0, 1245.0, 765.0, 7110.0, 5700.0, 4995.0, 4920.0, 4065.0, 4965.0, 12330.0, 11715.0, 12045.0, 12240.0, 11940.0, 11655.0, 12390.0, 12045.0, 2670.0, 915.0, 1215.0, 1890.0, 855.0, 1920.0, 2760.0, 2490.0, 5205.0, 4065.0, 8760.0, 10020.0, 9810.0, 9810.0, 4905.0, 465.0, 4650.0], 
[7905.0, 1065.0, 0.0, 360.0, 480.0, 2175.0, 285.0, 420.0, 315.0, 7905.0, 6495.0, 5790.0, 5715.0, 4845.0, 5745.0, 13125.0, 12495.0, 12825.0, 13020.0, 12735.0, 12450.0, 13185.0, 12825.0, 3465.0, 1695.0, 2010.0, 2685.0, 1650.0, 2700.0, 3555.0, 3285.0, 5655.0, 4470.0, 9360.0, 10620.0, 10410.0, 10410.0, 5700.0, 660.0, 5250.0], 
[7560.0, 720.0, 360.0, 0.0, 780.0, 1830.0, 570.0, 555.0, 45.0, 7560.0, 6150.0, 5445.0, 5370.0, 4515.0, 5400.0, 12780.0, 12150.0, 12480.0, 12675.0, 12390.0, 12105.0, 12840.0, 12480.0, 3120.0, 1350.0, 1665.0, 2340.0, 1305.0, 2355.0, 3210.0, 2940.0, 5355.0, 4185.0, 9030.0, 10275.0, 10065.0, 10065.0, 5355.0, 315.0, 4920.0], 
[8325.0, 1485.0, 480.0, 780.0, 0.0, 2595.0, 270.0, 690.0, 735.0, 8310.0, 6915.0, 6195.0, 6120.0, 5265.0, 6165.0, 13545.0, 12915.0, 13245.0, 13440.0, 13155.0, 12870.0, 13605.0, 13245.0, 3885.0, 2115.0, 2430.0, 3105.0, 2070.0, 3120.0, 3960.0, 3705.0, 6015.0, 4830.0, 9780.0, 11025.0, 10815.0, 10815.0, 6105.0, 1080.0, 5670.0], 
[6945.0, 1380.0, 2175.0, 1830.0, 2595.0, 0.0, 2385.0, 2355.0, 1860.0, 5745.0, 4365.0, 3645.0, 3585.0, 2730.0, 3615.0, 12165.0, 11535.0, 11865.0, 12060.0, 11775.0, 11490.0, 12225.0, 11865.0, 2505.0, 765.0, 1050.0, 1725.0, 765.0, 1740.0, 2580.0, 2325.0, 4770.0, 3780.0, 8055.0, 9300.0, 9090.0, 9090.0, 3540.0, 1560.0, 3915.0], 
[8130.0, 1275.0, 285.0, 570.0, 270.0, 2385.0, 0.0, 495.0, 540.0, 8115.0, 6705.0, 6000.0, 5925.0, 5070.0, 5970.0, 13335.0, 12720.0, 13050.0, 13245.0, 12945.0, 12660.0, 13395.0, 13050.0, 3675.0, 1920.0, 2220.0, 2895.0, 1860.0, 2925.0, 3765.0, 3495.0, 5805.0, 4620.0, 9570.0, 10815.0, 10605.0, 10605.0, 5910.0, 885.0, 5475.0], 
[8100.0, 1245.0, 420.0, 555.0, 690.0, 2355.0, 495.0, 0.0, 540.0, 8085.0, 6675.0, 5970.0, 5895.0, 5040.0, 5940.0, 13305.0, 12690.0, 13020.0, 13215.0, 12915.0, 12630.0, 13365.0, 13020.0, 3645.0, 1890.0, 2190.0, 2865.0, 1830.0, 2895.0, 3735.0, 3465.0, 5370.0, 4185.0, 9135.0, 10380.0, 10170.0, 10170.0, 5880.0, 855.0, 5085.0], 
[7605.0, 765.0, 315.0, 45.0, 735.0, 1860.0, 540.0, 540.0, 0.0, 7590.0, 6195.0, 5475.0, 5400.0, 4545.0, 5445.0, 12810.0, 12195.0, 12525.0, 12720.0, 12435.0, 12150.0, 12885.0, 12525.0, 3165.0, 1395.0, 1710.0, 2370.0, 1335.0, 2400.0, 3240.0, 2985.0, 5400.0, 4230.0, 9060.0, 10320.0, 10110.0, 10095.0, 5385.0, 360.0, 4950.0], 
[4350.0, 7110.0, 7905.0, 7560.0, 8310.0, 5745.0, 8115.0, 8085.0, 7590.0, 0.0, 4605.0, 4395.0, 4395.0, 4530.0, 4395.0, 8340.0, 7755.0, 8070.0, 8235.0, 7995.0, 7710.0, 8400.0, 8070.0, 6975.0, 6495.0, 6735.0, 7230.0, 6480.0, 7185.0, 7065.0, 6570.0, 9135.0, 8475.0, 11340.0, 12585.0, 12375.0, 12360.0, 2670.0, 7290.0, 7635.0], 
[8940.0, 5700.0, 6495.0, 6150.0, 6915.0, 4365.0, 6705.0, 6675.0, 6195.0, 4605.0, 0.0, 720.0, 795.0, 1635.0, 765.0, 12315.0, 12045.0, 12375.0, 12360.0, 12285.0, 12000.0, 12270.0, 12375.0, 6825.0, 5100.0, 5370.0, 6045.0, 5115.0, 6075.0, 6915.0, 6645.0, 6300.0, 5655.0, 8520.0, 9750.0, 9555.0, 9540.0, 4095.0, 5880.0, 4800.0], 
[8730.0, 4995.0, 5790.0, 5445.0, 6195.0, 3645.0, 6000.0, 5970.0, 5475.0, 4395.0, 720.0, 0.0, 90.0, 930.0, 60.0, 12585.0, 12015.0, 12330.0, 12495.0, 12240.0, 11955.0, 12645.0, 12330.0, 6120.0, 4395.0, 4665.0, 5340.0, 4410.0, 5355.0, 6210.0, 5940.0, 5595.0, 4950.0, 8235.0, 9480.0, 9270.0, 9270.0, 3555.0, 5175.0, 4095.0], 
[8730.0, 4920.0, 5715.0, 5370.0, 6120.0, 3585.0, 5925.0, 5895.0, 5400.0, 4395.0, 795.0, 90.0, 0.0, 855.0, 45.0, 12600.0, 12015.0, 12330.0, 12510.0, 12255.0, 11970.0, 12660.0, 12345.0, 6045.0, 4320.0, 4590.0, 5265.0, 4335.0, 5280.0, 6135.0, 5865.0, 5520.0, 4875.0, 8160.0, 9405.0, 9195.0, 9195.0, 3510.0, 5100.0, 4020.0], 
[8880.0, 4065.0, 4845.0, 4515.0, 5265.0, 2730.0, 5070.0, 5040.0, 4545.0, 4530.0, 1635.0, 930.0, 855.0, 0.0, 900.0, 12750.0, 12165.0, 12480.0, 12660.0, 12405.0, 12120.0, 12675.0, 12495.0, 5190.0, 3465.0, 3735.0, 4410.0, 3480.0, 4440.0, 5280.0, 5010.0, 4650.0, 4020.0, 7305.0, 8550.0, 8340.0, 8340.0, 3180.0, 4245.0, 3165.0], 
[8730.0, 4965.0, 5745.0, 5400.0, 6165.0, 3615.0, 5970.0, 5940.0, 5445.0, 4395.0, 765.0, 60.0, 45.0, 900.0, 0.0, 12600.0, 12015.0, 12330.0, 12510.0, 12255.0, 11970.0, 12660.0, 12345.0, 6090.0, 4365.0, 4635.0, 5310.0, 4365.0, 5325.0, 6165.0, 5910.0, 5550.0, 4920.0, 8205.0, 9450.0, 9240.0, 9240.0, 3540.0, 5130.0, 4065.0], 
[5985.0, 12330.0, 13125.0, 12780.0, 13545.0, 12165.0, 13335.0, 13305.0, 12810.0, 8340.0, 12315.0, 12585.0, 12600.0, 12750.0, 12600.0, 0.0, 1065.0, 825.0, 270.0, 1155.0, 1020.0, 180.0, 825.0, 10560.0, 11460.0, 11145.0, 10815.0, 11505.0, 10785.0, 10650.0, 10155.0, 10920.0, 10980.0, 5550.0, 4815.0, 4950.0, 4935.0, 10890.0, 12510.0, 9645.0], 
[5355.0, 11715.0, 12495.0, 12150.0, 12915.0, 11535.0, 12720.0, 12690.0, 12195.0, 7755.0, 12045.0, 12015.0, 12015.0, 12165.0, 12015.0, 1065.0, 0.0, 600.0, 975.0, 435.0, 75.0, 1140.0, 600.0, 9945.0, 10830.0, 10515.0, 10200.0, 10890.0, 10155.0, 10020.0, 9525.0, 11775.0, 11835.0, 6375.0, 5610.0, 5745.0, 5730.0, 10305.0, 11895.0, 10485.0], 
[5685.0, 12045.0, 12825.0, 12480.0, 13245.0, 11865.0, 13050.0, 13020.0, 12525.0, 8070.0, 12375.0, 12330.0, 12330.0, 12480.0, 12330.0, 825.0, 600.0, 0.0, 720.0, 570.0, 555.0, 885.0, 0.0, 10275.0, 11160.0, 10845.0, 10530.0, 11220.0, 10485.0, 10365.0, 9855.0, 11190.0, 11250.0, 5790.0, 5025.0, 5160.0, 5145.0, 10635.0, 12225.0, 9915.0], 
[5880.0, 12240.0, 13020.0, 12675.0, 13440.0, 12060.0, 13245.0, 13215.0, 12720.0, 8235.0, 12360.0, 12495.0, 12510.0, 12660.0, 12510.0, 270.0, 975.0, 720.0, 0.0, 1065.0, 930.0, 345.0, 720.0, 10470.0, 11355.0, 11040.0, 10725.0, 11415.0, 10680.0, 10560.0, 10065.0, 11085.0, 11145.0, 5715.0, 4980.0, 5115.0, 5100.0, 10800.0, 12420.0, 9810.0], 
[5595.0, 11940.0, 12735.0, 12390.0, 13155.0, 11775.0, 12945.0, 12915.0, 12435.0, 7995.0, 12285.0, 12240.0, 12255.0, 12405.0, 12255.0, 1155.0, 435.0, 570.0, 1065.0, 0.0, 375.0, 1230.0, 570.0, 10170.0, 11070.0, 10755.0, 10440.0, 11115.0, 10395.0, 10260.0, 9765.0, 11745.0, 11805.0, 6345.0, 5580.0, 5715.0, 5700.0, 10545.0, 12120.0, 10455.0], 
[5310.0, 11655.0, 12450.0, 12105.0, 12870.0, 11490.0, 12660.0, 12630.0, 12150.0, 7710.0, 12000.0, 11955.0, 11970.0, 12120.0, 11970.0, 1020.0, 75.0, 555.0, 930.0, 375.0, 0.0, 1095.0, 555.0, 9885.0, 10785.0, 10470.0, 10155.0, 10830.0, 10110.0, 9975.0, 9480.0, 11715.0, 11790.0, 6330.0, 5565.0, 5685.0, 5685.0, 10260.0, 11835.0, 10440.0], 
[6045.0, 12390.0, 13185.0, 12840.0, 13605.0, 12225.0, 13395.0, 13365.0, 12885.0, 8400.0, 12270.0, 12645.0, 12660.0, 12675.0, 12660.0, 180.0, 1140.0, 885.0, 345.0, 1230.0, 1095.0, 0.0, 885.0, 10620.0, 11520.0, 11205.0, 10890.0, 11565.0, 10845.0, 10710.0, 10215.0, 10815.0, 10890.0, 5445.0, 4725.0, 4845.0, 4845.0, 10950.0, 12570.0, 9540.0], 
[5685.0, 12045.0, 12825.0, 12480.0, 13245.0, 11865.0, 13050.0, 13020.0, 12525.0, 8070.0, 12375.0, 12330.0, 12345.0, 12495.0, 12345.0, 825.0, 600.0, 0.0, 720.0, 570.0, 555.0, 885.0, 0.0, 10275.0, 11160.0, 10845.0, 10530.0, 11220.0, 10485.0, 10365.0, 9870.0, 11190.0, 11250.0, 5790.0, 5025.0, 5160.0, 5160.0, 10635.0, 12225.0, 9915.0], 
[5355.0, 2670.0, 3465.0, 3120.0, 3885.0, 2505.0, 3675.0, 3645.0, 3165.0, 6975.0, 6825.0, 6120.0, 6045.0, 5190.0, 6090.0, 10560.0, 9945.0, 10275.0, 10470.0, 10170.0, 9885.0, 10620.0, 10275.0, 0.0, 1800.0, 1470.0, 1125.0, 1845.0, 1080.0, 90.0, 645.0, 6915.0, 5835.0, 10350.0, 11595.0, 11385.0, 11385.0, 5985.0, 2850.0, 6210.0], 
[6240.0, 915.0, 1695.0, 1350.0, 2115.0, 765.0, 1920.0, 1890.0, 1395.0, 6495.0, 5100.0, 4395.0, 4320.0, 3465.0, 4365.0, 11460.0, 10830.0, 11160.0, 11355.0, 11070.0, 10785.0, 11520.0, 11160.0, 1800.0, 0.0, 345.0, 1020.0, 60.0, 1035.0, 1890.0, 1620.0, 5130.0, 4065.0, 8565.0, 9825.0, 9615.0, 9615.0, 4290.0, 1095.0, 4440.0], 
[5925.0, 1215.0, 2010.0, 1665.0, 2430.0, 1050.0, 2220.0, 2190.0, 1710.0, 6735.0, 5370.0, 4665.0, 4590.0, 3735.0, 4635.0, 11145.0, 10515.0, 10845.0, 11040.0, 10755.0, 10470.0, 11205.0, 10845.0, 1470.0, 345.0, 0.0, 690.0, 390.0, 705.0, 1560.0, 1305.0, 5460.0, 4380.0, 8895.0, 10140.0, 9930.0, 9930.0, 4530.0, 1395.0, 4755.0], 
[5610.0, 1890.0, 2685.0, 2340.0, 3105.0, 1725.0, 2895.0, 2865.0, 2370.0, 7230.0, 6045.0, 5340.0, 5265.0, 4410.0, 5310.0, 10815.0, 10200.0, 10530.0, 10725.0, 10440.0, 10155.0, 10890.0, 10530.0, 1125.0, 1020.0, 690.0, 0.0, 1065.0, 45.0, 1200.0, 945.0, 6135.0, 5055.0, 9570.0, 10815.0, 10605.0, 10605.0, 5205.0, 2070.0, 5430.0], 
[6300.0, 855.0, 1650.0, 1305.0, 2070.0, 765.0, 1860.0, 1830.0, 1335.0, 6480.0, 5115.0, 4410.0, 4335.0, 3480.0, 4365.0, 11505.0, 10890.0, 11220.0, 11415.0, 11115.0, 10830.0, 11565.0, 11220.0, 1845.0, 60.0, 390.0, 1065.0, 0.0, 1095.0, 1935.0, 1665.0, 5100.0, 4020.0, 8535.0, 9795.0, 9585.0, 9585.0, 4275.0, 1035.0, 4410.0], 
