[49,468820,0,14,20]
[0, 33080, 31763, 14779, 7849, 17270, 22229, 31324, 7996, 5687, 9059, 11676, 39794, 5529, 5283, 7271, 23292, 26531, 14014, 11237, 21627, 17180, 18259, 20269, 19402, 10533, 21253, 26032, 7700, 5957, 31029, 15276, 17572, 11613, 8088, 27142, 26533, 27266, 37324, 15086, 18335, 13991, 27526, 12992, 40536, 21670, 18507, 20222, 44865, 41628]
[0, 10027, 14463, 25160, 9532, 25106, 824, 17773, 1653, 6429, 3692, 6655, 4750, 3010, 8290, 10920, 26335, 6588, 7338, 7570, 14726, 17083, 13761, 5094, 4802, 4729, 21776, 2012, 2871, 5718, 12136, 2070, 10843, 10686, 7566, 3402, 18956, 18134, 14595, 14527, 3936, 19482, 22945, 7705, 8631, 2924, 13321, 4531, 849, 7833]
[604800, 14254, 15397, 28380, 12539, 25937, 2319, 19154, 2701, 18019, 4242, 18236, 5897, 4301, 9454, 16555, 27281, 18229, 8740, 9176, 18521, 17789, 14323, 6966, 8025, 17098, 24276, 4026, 4056, 11623, 13591, 11859, 13339, 11943, 16015, 4993, 20498, 22953, 15798, 15229, 6292, 21237, 24145, 9914, 10225, 3580, 13900, 6020, 2358, 8796]
[0, 24, 22, 19, 16, 18, 18, 22, 12, 14, 13, 14, 25, 14, 12, 16, 20, 20, 15, 17, 20, 19, 20, 20, 17, 16, 21, 20, 15, 13, 21, 18, 19, 17, 16, 18, 22, 23, 23, 16, 20, 17, 22, 14, 24, 20, 19, 19, 27, 16]
[[0.0, 7665.0, 7125.0, 7905.0, 7560.0, 7845.0, 8325.0, 7950.0, 8160.0, 8400.0, 6945.0, 6510.0, 8130.0, 8670.0, 7230.0, 7680.0, 6450.0, 7830.0, 7635.0, 7605.0, 7605.0, 8940.0, 8730.0, 8895.0, 8940.0, 9870.0, 5235.0, 5340.0, 5385.0, 5505.0, 5355.0, 5685.0, 5880.0, 5595.0, 5310.0, 6045.0, 5310.0, 5355.0, 5610.0, 10290.0, 10665.0, 10605.0, 10800.0, 11070.0, 10665.0, 10800.0, 7020.0, 10650.0, 6480.0, 3375.0], 
[7665.0, 0.0, 810.0, 345.0, 90.0, 285.0, 765.0, 390.0, 600.0, 840.0, 1920.0, 1185.0, 570.0, 1155.0, 630.0, 105.0, 1215.0, 330.0, 30.0, 165.0, 60.0, 6240.0, 5535.0, 5055.0, 6000.0, 4650.0, 12120.0, 12225.0, 12285.0, 12390.0, 12240.0, 12570.0, 12780.0, 12480.0, 12195.0, 12930.0, 12210.0, 3210.0, 2430.0, 4275.0, 10335.0, 10260.0, 10155.0, 9480.0, 10380.0, 10155.0, 5445.0, 5010.0, 1200.0, 3915.0], 
[7125.0, 810.0, 0.0, 1065.0, 720.0, 990.0, 1485.0, 1110.0, 1305.0, 1545.0, 1380.0, 645.0, 1275.0, 1830.0, 270.0, 825.0, 690.0, 990.0, 795.0, 750.0, 765.0, 5700.0, 4995.0, 4515.0, 5460.0, 4140.0, 11580.0, 11685.0, 11745.0, 11850.0, 11715.0, 12045.0, 12240.0, 11940.0, 11655.0, 12390.0, 11670.0, 2670.0, 1890.0, 4065.0, 9990.0, 9915.0, 9810.0, 9135.0, 10020.0, 9810.0, 4905.0, 4650.0, 675.0, 3390.0], 
[7905.0, 345.0, 1065.0, 0.0, 360.0, 120.0, 480.0, 120.0, 315.0, 555.0, 2175.0, 1425.0, 285.0, 1005.0, 870.0, 285.0, 1470.0, 420.0, 330.0, 405.0, 315.0, 6495.0, 5790.0, 5310.0, 6255.0, 4905.0, 12375.0, 12480.0, 12525.0, 12630.0, 12495.0, 12825.0, 13020.0, 12735.0, 12450.0, 13185.0, 12450.0, 3465.0, 2685.0, 4470.0, 10590.0, 10515.0, 10410.0, 9735.0, 10620.0, 10410.0, 5700.0, 5250.0, 1455.0, 4170.0], 
[7560.0, 90.0, 720.0, 360.0, 0.0, 285.0, 780.0, 405.0, 600.0, 840.0, 1830.0, 1080.0, 570.0, 1140.0, 525.0, 120.0, 1125.0, 300.0, 75.0, 90.0, 45.0, 6150.0, 5445.0, 4965.0, 5910.0, 4560.0, 12030.0, 12135.0, 12180.0, 12300.0, 12150.0, 12480.0, 12675.0, 12390.0, 12105.0, 12840.0, 12105.0, 3120.0, 2340.0, 4185.0, 10245.0, 10170.0, 10065.0, 9390.0, 10275.0, 10065.0, 5355.0, 4920.0, 1110.0, 3825.0], 
[7845.0, 285.0, 990.0, 120.0, 285.0, 0.0, 525.0, 165.0, 360.0, 600.0, 2100.0, 1350.0, 330.0, 1005.0, 795.0, 210.0, 1395.0, 360.0, 255.0, 330.0, 255.0, 6420.0, 5715.0, 5235.0, 6180.0, 4830.0, 12300.0, 12405.0, 12465.0, 12570.0, 12420.0, 12750.0, 12945.0, 12660.0, 12375.0, 13110.0, 12375.0, 3390.0, 2610.0, 4440.0, 10515.0, 10440.0, 10335.0, 9660.0, 10545.0, 10335.0, 5625.0, 5190.0, 1380.0, 4095.0], 
[8325.0, 765.0, 1485.0, 480.0, 780.0, 525.0, 0.0, 465.0, 300.0, 135.0, 2595.0, 1845.0, 270.0, 1290.0, 1290.0, 705.0, 1890.0, 825.0, 750.0, 825.0, 735.0, 6915.0, 6195.0, 5730.0, 6675.0, 5325.0, 12795.0, 12900.0, 12945.0, 13050.0, 12915.0, 13245.0, 13440.0, 13155.0, 12870.0, 13605.0, 12870.0, 3885.0, 3105.0, 4830.0, 10995.0, 10920.0, 10815.0, 10140.0, 11025.0, 10815.0, 6105.0, 5670.0, 1875.0, 4590.0], 
[7950.0, 390.0, 1110.0, 120.0, 405.0, 165.0, 465.0, 0.0, 285.0, 525.0, 2220.0, 1470.0, 255.0, 1035.0, 915.0, 330.0, 1515.0, 450.0, 375.0, 450.0, 360.0, 6540.0, 5835.0, 5355.0, 6300.0, 4950.0, 12420.0, 12525.0, 12570.0, 12675.0, 12540.0, 12870.0, 13065.0, 12780.0, 12495.0, 13230.0, 12495.0, 3510.0, 2730.0, 4500.0, 10635.0, 10560.0, 10455.0, 9780.0, 10665.0, 10455.0, 5745.0, 5295.0, 1500.0, 4215.0], 
[8160.0, 600.0, 1305.0, 315.0, 600.0, 360.0, 300.0, 285.0, 0.0, 360.0, 2415.0, 1680.0, 30.0, 1110.0, 1125.0, 525.0, 1710.0, 660.0, 570.0, 645.0, 570.0, 6735.0, 6030.0, 5550.0, 6495.0, 5145.0, 12615.0, 12720.0, 12780.0, 12885.0, 12735.0, 13065.0, 13275.0, 12975.0, 12690.0, 13425.0, 12705.0, 3705.0, 2925.0, 4650.0, 10815.0, 10740.0, 10635.0, 9960.0, 10845.0, 10635.0, 5940.0, 5505.0, 1695.0, 4410.0], 
