[29,332000,0,14,20]
[0, 21694, 21643, 20461, 10298, 10508, 12743, 19642, 8134, 7881, 11666, 9002, 8960, 4440, 25085, 24084, 4881, 19495, 25944, 6439, 5744, 16059, 19578, 31201, 9130, 13609, 22145, 31732, 20826, 14482]
[0, 831, 1208, 12025, 12183, 550, 4143, 236, 921, 382, 4846, 610, 10821, 6831, 12684, 3847, 1039, 5641, 805, 973, 366, 3390, 2246, 2505, 1857, 94, 3847, 13977, 3195, 394]
[604800, 1841, 2430, 13029, 13084, 2415, 5311, 1688, 3116, 3191, 5988, 3101, 11673, 9015, 13898, 5267, 2474, 6732, 1582, 1986, 2367, 4647, 3029, 3311, 3082, 2302, 4884, 15162, 5121, 1635]
[0, 49, 50, 46, 25, 27, 30, 47, 21, 19, 27, 24, 22, 13, 53, 53, 13, 45, 60, 19, 17, 35, 46, 70, 25, 31, 49, 71, 50, 23]
[[0.0, 1065.0, 315.0, 120.0, 780.0, 1650.0, 870.0, 360.0, 420.0, 315.0, 480.0, 1005.0, 420.0, 1425.0, 315.0, 285.0, 315.0, 1470.0, 405.0, 555.0, 660.0, 2175.0, 1050.0, 1185.0, 120.0, 1695.0, 2700.0, 3555.0, 3465.0, 2685.0], 
[1065.0, 0.0, 765.0, 1110.0, 1785.0, 855.0, 270.0, 720.0, 990.0, 780.0, 1485.0, 1830.0, 1245.0, 645.0, 1305.0, 1275.0, 1305.0, 690.0, 750.0, 1545.0, 465.0, 1380.0, 45.0, 405.0, 990.0, 915.0, 1920.0, 2760.0, 2670.0, 1890.0], 
[315.0, 765.0, 0.0, 360.0, 1035.0, 1335.0, 570.0, 45.0, 300.0, 15.0, 735.0, 1125.0, 540.0, 1125.0, 570.0, 540.0, 570.0, 1170.0, 120.0, 810.0, 360.0, 1860.0, 750.0, 885.0, 255.0, 1395.0, 2400.0, 3240.0, 3165.0, 2370.0], 
[120.0, 1110.0, 360.0, 0.0, 765.0, 1695.0, 915.0, 405.0, 450.0, 360.0, 465.0, 1035.0, 435.0, 1470.0, 285.0, 255.0, 285.0, 1515.0, 450.0, 525.0, 705.0, 2220.0, 1095.0, 1230.0, 165.0, 1740.0, 2745.0, 3585.0, 3510.0, 2730.0], 
[780.0, 1785.0, 1035.0, 765.0, 0.0, 2370.0, 1590.0, 1080.0, 1125.0, 1035.0, 435.0, 1590.0, 990.0, 2145.0, 585.0, 555.0, 585.0, 2190.0, 1125.0, 330.0, 1380.0, 2895.0, 1770.0, 1905.0, 825.0, 2415.0, 3420.0, 4260.0, 4185.0, 3405.0], 
[1650.0, 855.0, 1335.0, 1695.0, 2370.0, 0.0, 975.0, 1305.0, 1560.0, 1365.0, 2070.0, 2400.0, 1830.0, 240.0, 1890.0, 1860.0, 1890.0, 180.0, 1335.0, 2130.0, 1035.0, 765.0, 810.0, 495.0, 1575.0, 60.0, 1095.0, 1935.0, 1845.0, 1065.0], 
